North Carolina,0.135,0.256,0.578,0.565,0.422,0.342,0.756,0.288,0.682,71.1,120.7,100.6,104.3
VCU,0.147,0.278,0.6182,0.53,0.438,0.363,0.732,0.306,0.736,71.3,119.2,101.8,106.5
BASE,0.147,0.278,0.562,0.53,0.438,0.363,0.732,0.306,0.736,71.3,119.2,101.8,106.5
